817571, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817572, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817573, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817574, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817575, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817576, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817577, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817578, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817579, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
817580, "CERN", "500/1-001", "What is String Theory? - 1/1", "2019-07-26 12:30:00 +1:00", "2019-07-26 11:35:00 +1:00", "Weigand, Timo Stephan", 4487024, "CERN", "Bejaoui, Adriana", "CERN", "Conference", "Summer Student Lecture Programme Course", 345, "https://indico.cern.ch/event/817571/"
